flags,instruction,category,intent,response
BQ,hey there what do i need to open an account thanks,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
B,hi i was charged twice for order {{Order Number}} asap,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BL,"i need help, change my email preferences",SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BQ,"hello, how do i get my money back!",REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BL,"hello, status of my delivery please!",ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
B,"i need help, i want a refund for order {{Order Number}} please",REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BL,hi has my parcel shipped yet asap,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
B,please can i stop my order from shipping please,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BM,cannot log into my account!,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BQ,"i need help, stop sending me marketing emails thanks",SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
B,"i need help, how do i reset my password?",ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
B,hi requesting reimbursement for my purchase thanks,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BL,"hello, i want to call off order {{Order Number}}",ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BQ,"i need help, how do i cancel my order asap",ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
B,"hello, i was charged twice for order {{Order Number}}?",PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BQ,"i need help, how do i subscribe to your newsletter thanks",SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BQ,hey there what do i need to open an account thanks,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
B,hi how much is express delivery,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
B,hi i want to open an account asap,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BM,registration help asap,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BQ,"hello, when will my refund of {{Refund Amount}} arrive?",REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BL,"hello, where is my order {{Order Number}} thanks",ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BL,i want to open an account asap,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BL,"hello, too many promotional emails asap",SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BL,"i need help, my payment failed?",PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BM,"i need help, my payment failed",PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BM,"hello, too many promotional emails asap",SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
B,please i want to opt out of emails please,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BQ,sign me up for an account please,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BQ,hi how much is express delivery!,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
B,please i want a refund for order {{Order Number}} thanks,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BQ,"hello, i was charged twice for order {{Order Number}}?",PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BQ,how do i get my money back,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BQ,hi when will my order arrive,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
B,how do i subscribe to your newsletter?,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BQ,how do i register thanks,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
B,i want to call off order {{Order Number}} please,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
B,i want to opt out of emails asap,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BQ,"hello, can you tell me where my package is asap",ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
B,hey there when will my refund of {{Refund Amount}} arrive?,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
B,the card was declined at checkout,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
B,hi unsubscribe me from the newsletter asap,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BL,hi how do i subscribe to your newsletter asap,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BQ,please how do i register!,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BQ,hey there can i stop my order from shipping please,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BM,hey there how do i subscribe to your newsletter asap,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BM,please requesting reimbursement for my purchase asap,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
B,hi track order {{Order Number}} thanks,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BL,hi how do i reset my password thanks,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BM,please sign me up for an account,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BL,hey there when will my order arrive asap,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
B,"hello, sign me up for an account?",ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BQ,please how do i cancel my order!,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BL,"hello, i want to open an account please",ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
B,"i need help, why is my payment not going through asap",PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BQ,please what shipping options do you offer thanks,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BM,"i need help, i was charged twice for order {{Order Number}} thanks",PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BL,"i need help, please cancel the purchase i just made!",ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BQ,hi how do i subscribe to your newsletter!,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BL,"hello, i forgot my password asap",ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
B,please i want to check the status of order {{Order Number}}?,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
B,"hello, i want to open an account please",ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BM,please problem paying with my credit card!,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BQ,"i need help, how do i reset my password!",ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BQ,"i need help, what shipping options do you offer?",DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BM,why is my payment not going through please,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BM,hi i want to open an account,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BL,hi too many promotional emails please,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BL,registration help!,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BQ,please stop sending me marketing emails asap,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BL,please how do i reset my password?,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BM,hey there help me create a new profile thanks,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BL,please i need to recover access to my account?,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BQ,"hello, do you deliver to {{Delivery City}} please",DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
B,"i need help, status of my delivery please?",ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BQ,"hello, i want a refund for order {{Order Number}} please",REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BQ,hi how do i cancel my order!,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BL,hi how do i get my money back,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BM,hey there why is my payment not going through?,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BL,"hello, i forgot my password?",ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BQ,hey there how do i cancel my order please,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BL,hey there when will my refund of {{Refund Amount}} arrive?,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BM,please change my email preferences asap,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BM,"hello, what shipping options do you offer?",DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
B,i forgot my password!,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
B,"i need help, help me create a new profile!",ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BQ,"i need help, double charge on my account please",PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BL,hi i want to opt out of emails thanks,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
B,please why is my payment not going through please,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BQ,hey there when will my order arrive,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BM,"i need help, problem paying with my credit card",PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BM,has my parcel shipped yet?,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
B,please status of my delivery please?,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BL,help me create a new profile please,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BQ,where is my order {{Order Number}},ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BQ,hi why is my payment not going through please,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BQ,hi can i stop my order from shipping please,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BL,please cancel my recent purchase,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BL,i was charged but never received the item,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
B,hey there what shipping options do you offer asap,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BL,please unsubscribe me from the newsletter asap,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BL,"i need help, how do i register",ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BM,hi what do i need to open an account,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BL,stop sending me marketing emails please,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BL,hi locked out of my profile please,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BM,hey there i was charged twice for order {{Order Number}}?,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BM,locked out of my profile asap,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BM,"hello, locked out of my profile please",ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BL,"hello, please cancel the purchase i just made thanks",ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BM,hey there i want to opt out of emails!,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BL,hi stop sending me marketing emails?,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BL,"hello, i want to opt out of emails",SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BL,please how do i cancel my order thanks,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
B,"hello, i need to recover access to my account thanks",ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BL,hi i want to open an account please,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BM,hey there how do i subscribe to your newsletter,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
B,hi how do i get my money back,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BM,too many promotional emails,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BQ,"hello, is next day shipping available asap",DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BM,"hello, how do i register",ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BM,hey there password reset email not arriving!,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
B,"i need help, i want to open an account thanks",ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BL,please refund status please!,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BL,please track order {{Order Number}} thanks,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BM,"i need help, what shipping options do you offer asap",DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
B,double charge on my account,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BL,"hello, delivery times to my area thanks",DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BM,"hello, i need to cancel order {{Order Number}}",ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
B,"hello, i want to call off order {{Order Number}} asap",ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
B,how do i register,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BL,"hello, what shipping options do you offer",DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BL,"hello, how much is express delivery thanks",DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BQ,hi can you tell me where my package is!,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
B,"i need help, where is my order {{Order Number}} please",ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BM,"hello, too many promotional emails",SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BQ,please i want to check the status of order {{Order Number}}?,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
B,hi i want a refund for order {{Order Number}}!,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BL,hey there when will my order arrive asap,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BL,what shipping options do you offer,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BL,hey there refund status please please,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BL,"hello, requesting reimbursement for my purchase",REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BQ,hey there i want to check the status of order {{Order Number}} thanks,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
B,hey there stop sending me marketing emails?,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BL,"i need help, double charge on my account please",PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
B,hey there requesting reimbursement for my purchase,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BL,"hello, i want to call off order {{Order Number}}!",ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BQ,please i want to check the status of order {{Order Number}} please,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BM,hey there can i stop my order from shipping?,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
B,"i need help, status of my delivery please please",ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BM,please unsubscribe me from the newsletter please,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BQ,"i need help, what do i need to open an account asap",ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
B,help me create a new profile?,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
B,please i need to recover access to my account,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BQ,please registration help?,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BM,"i need help, too many promotional emails asap",SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
B,"i need help, i want a refund for order {{Order Number}} asap",REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
B,please i need to recover access to my account asap,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BM,hi problem paying with my credit card!,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
B,"hello, i was charged twice for order {{Order Number}} asap",PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
B,"hello, why is my payment not going through?",PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BQ,"i need help, password reset email not arriving please",ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
B,please i need to recover access to my account please,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
B,"hello, delivery times to my area please",DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BM,"i need help, refund status please asap",REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BL,hey there is next day shipping available thanks,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BQ,hi what shipping options do you offer please,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BQ,hey there too many promotional emails please,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BM,"i need help, when will my order arrive asap",DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BQ,i was charged twice for order {{Order Number}}!,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BQ,hey there track order {{Order Number}}!,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
B,double charge on my account,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BL,can i stop my order from shipping!,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BQ,"i need help, how much is express delivery thanks",DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BQ,please delivery times to my area thanks,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BL,hi change my email preferences thanks,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BM,"hello, i need to cancel order {{Order Number}}!",ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BM,please too many promotional emails,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BL,"i need help, what do i need to open an account asap",ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BQ,please can you tell me where my package is,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BM,hey there i want to opt out of emails,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
B,hi problem paying with my credit card asap,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BQ,i need to cancel order {{Order Number}} please,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BM,"hello, i was charged but never received the item!",REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BM,please can i stop my order from shipping,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BQ,please track order {{Order Number}}!,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BQ,requesting reimbursement for my purchase,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
B,"i need help, stop sending me marketing emails asap",SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BL,i want to opt out of emails!,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BL,hey there i want a refund for order {{Order Number}}!,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
B,please double charge on my account!,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BL,hi what do i need to open an account,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BL,hi help me create a new profile?,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BQ,"hello, i forgot my password thanks",ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BQ,has my parcel shipped yet!,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BL,hi delivery times to my area!,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BL,hey there what do i need to open an account please,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
B,please can i stop my order from shipping please,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BQ,please is next day shipping available,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BQ,hey there how do i cancel my order!,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
B,when will my refund of {{Refund Amount}} arrive?,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
B,hey there track order {{Order Number}},ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
B,"i need help, i forgot my password please",ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BQ,hey there why is my payment not going through please,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BM,"hello, please cancel the purchase i just made thanks",ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BL,cancel my recent purchase please,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BL,hi password reset email not arriving please,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BM,please stop sending me marketing emails please,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BQ,hey there has my parcel shipped yet,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BQ,hi can you tell me where my package is please,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BL,"hello, i want to open an account asap",ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BQ,"i need help, i want a refund for order {{Order Number}} please",REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
B,hey there registration help,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BL,hi i forgot my password please,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
B,what shipping options do you offer asap,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BL,"hello, unsubscribe me from the newsletter please",SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BL,"i need help, delivery times to my area?",DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BQ,"hello, i need to cancel order {{Order Number}} thanks",ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BQ,"i need help, how do i register!",ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
