flags,instruction,category,intent,response
B,cancellation fee,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BM,I have got to check the cancellation fees,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
B,check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BI,how to check the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BL,I don't know what to do to check the withdrawal charge,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BIM,where to check the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BM,assistance to check the cancellation fees,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BM,I try to check the cancellation fees,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
B,I need assistance checking the cancellation fee,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BM,help to check the cancellation fees,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
B,I need help checking the cancellation fee,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BMQ,need help checking the cancellation fees,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BILM,what do I need to do to check the early termination charges?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BILMQ,what do i have to do to check the withdrawal penalties,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BILQZ,where can i chck the withdrawal fee,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
B,help to check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BLM,I try to check the early termination penalties,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
B,help checking the cancellation fee,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BL,I have to check the early termination charge,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BIP,where could I check the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BIM,how can I check the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BILM,can I see the termination charges?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BL,I want assistance checking the termination fee,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BILMQ,is it possible to check the termination fees,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BM,help me to check the cancellation fees,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BLM,assistance to see the cancellation penalties,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BILM,how to check the withdrawal charges?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BIMP,could you show me the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BLQ,want assistance seeing the withdrawal fee,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BIP,could you help me checking the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BIM,what do I need to do to check the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BM,I want assistance to check the cancellation fees,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BIM,can you help me to check the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BIP,could I check the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BLQ,want assistance seeing the early termination fee,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BILQ,how do i see the termination penalty,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BLQ,want assistance to check the cancellation charge,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BILMQ,where do i check the early exit penalties,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BM,I want help checking the cancellation fees,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
B,help me check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BM,assistance checking the cancellation fees,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BEM,I do not know how to check the cancellation fees,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BLM,I need assistance seeing the termination penalties,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BLQZ,wanna check the cancellationcharge,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BL,I don't know what to do to see the early exit charge,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BCILMQ,i have to check the termination fees how to do it,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BLW,I need assistance seeing the fucking early exit fee,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
B,show me the cancellation fee,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BLMZ,I try to see ther cancellation penalties,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BI,where to check the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BL,I want assistance to check the early termination fee,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BILM,how can I see the early termination penalties?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BLM,I don't know what I have to do to see the cancellation fees,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BL,I need help to see the early exit penalty,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BLQ,i want help checking the termination fee,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BIM,where do I check the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BELQW,i do not know how to see the fucking withdrawal penalty,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BLQ,want help to check the cancellation penalty,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BIP,how could I check the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BIP,will you show me the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BLMQ,i want assistance seeing the termination penalties,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BLMQ,want help seeing the termination charges,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BQZ,i have got to check the czncellation fee,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BI,how much does it cost to break the contract?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BIM,can I check the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BL,I want assistance to check the withdrawal fee,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BIM,are there cancellation fees?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BILM,what are the fees for breaking the contract?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BM,checking cancellation fees,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BL,I want assistance to see the cancellation penalty,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BIMP,could you help me checking the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BLZ,I don't know what to do to check  the withdrawal penalty,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
B,I am trying to check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BIMP,could I check the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BELQ,i do not know how i can check the withdrawal charge,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BL,I have got to see the cancellation penalty,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BL,I am trying to check the early exit charge,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BLMQ,want assistance seeing the termination penalties,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BI,how much would you charge me if I broke the contract?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BI,how much will you charge me for breaking the contract?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BILZ,where to cjeck the early exit fee?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BM,I need help checking the cancellation fees,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BILQ,how do i see the cancellation charge,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BEM,I do not know what to do to check the cancellation fees,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BM,cancellation fees,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BILMQ,what do i need to do to check the termination penalties,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BI,can you help me check the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BIM,can you show me the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BL,assistance seeing the termination penalty,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BP,I don't know how I could check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BEL,I do not know how I can see the withdrawal fee,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BLM,help seeing the cancellation penalties,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BILQ,where can i check the termination fee,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BLMQ,need assistance to check the early exit fees,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BCEILZ,"I cannot find the termination charge, can I get some help ?",CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BLM,I want to check the early termination fees,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BI,can you show me the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BL,help me to see the termination charge,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BILQ,is it possible to see the early termination penalty,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BLM,I can't find the early exit penalties,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BM,I need help to check the cancellation fees,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
B,assistance to check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BLMQ,i dont know how i can check the cancellation charges,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BLM,I don't know what to do to see the early exit charges,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
B,I have got to check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BKM,check cancellation fees,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
B,I have to check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BIMP,will you show me the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BKL,show early exit penalty,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BIL,where can I check the withdrawal charge?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BLMQZ,I'm tryying to see the early exit fees,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BIL,what do I need to do to see the cancellation penalty?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BLQ,need assistance checking the cancellation penalty,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BE,I do not know how I can check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BLM,checking early termination penalties,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BI,can I check the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BL,help me to see the withdrawal charge,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BELMZ,I do not know what I have to do to see the cancellatino fees,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BIM,what are the charges for breaking the contract?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
B,I don't know what I need to do to check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BCELMQZ,i cannot find the termination penaltiesi need help,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BLMQZ,i dont know how to see the early exiut charges,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BL,help me seeing the termination fee,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BILMQW,can uhelp me check the damn early exit penalties,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BLM,I want assistance to see the withdrawal penalties,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BELMQ,i do not know how i can see the early termination charges,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BELM,I do not know how I can see the early termination fees,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BCELZ,"I cannot find the withdrawal charge, I neerd assistance",CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
B,I need to check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BIP,would it be possible to check the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BI,can you help me checking the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BLQ,i want assistance seeing the early exit penalty,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BLM,I want help seeing the cancellation penalties,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BCLMQ,need to see the termination fees help me,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BL,assistance to see the cancellation penalty,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BLZ,I need  assistance to see the termination penalty,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BL,see the termination fee,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BELMQZ,i do not know how i can se the withdrawal fees,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
B,help me checking the cancellation fee,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BI,what do I have to do to check the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
B,checking cancellation fee,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BILQ,can ya help me check the withdrawal charge,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
B,I don't know what I have to do to check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BE,I do not know what to do to check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee,"Cancelling within the 60-minute window is free. After fulfilment begins, return shipping may be deducted from the refund."
BE,I do not know how I can find the invoice from January,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BM,assistance taking a quick look at the invoices from May,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BM,I need to check the invoices,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BM,I have got to find the invoices,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BIP,where could I check the invoice from last month?,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BM,I can't find the invoices from five purchases ago,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
B,help taking a quick look at the invoice from last month,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BM,I don't know how to check the invoices from six months ago,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BIM,where can I take a quick look at the invoices?,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BM,I don't know how I can check the invoices,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BK,checking invoice from last purchase,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
B,I don't know what I have to do to find the invoice,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
B,I don't know how to find the invoice,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BM,assistance checking my invoices,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BIM,what do I need to do to find the invoices?,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BM,I need assistance checking the invoice from four months ago,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BIM,how do I check the invoices from three months ago?,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BM,help me finding the invoices from my last purchase,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BK,checking invoice,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BI,is it possible to find the invoice from November?,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BM,I don't know how I can check the invoices from 2 months ago,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BIM,what do I need to do to find the invoices from last month?,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BM,help me checking the invoices from 3 purchases ago,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BMP,I would like to find the invoices from last month,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BIM,how to find my invoices?,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BI,where can I take a quick look at the invoice?,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BM,I have to find my invoices,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BEM,I do not know how to find the invoices from July,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BI,can you help me taking a quick look at my invoice?,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BIM,how do I check the invoice from two purchases ago?,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BIM,where do I check the invoices from my last purchase?,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BM,assistance to find the invoice from 4 purchases ago,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BIMP,how could I find the invoices from last month?,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
BIP,how could I find the invoice from last month?,INVOICE,check_invoice,"Your invoices are listed under Account > Billing, including invoice {{Invoice Number}} for each completed order."
